"","Occur_date","Occur_weekday","incident","cases","time","location","release","zip","lat","lon"
"1158","2019-12-10","Tuesday","Robbery","2019-508133","20:40","600 block of Vernon Avenue, Madison, WI","Sgt. Nathan Becker",53714,43.0898089,-89.3059649
"1159","2019-12-09","Monday","Fraud","2019-506630","04:19","1400 block Wheeler Rd.","PIO Joel Despain",53704,43.1485388,-89.3715826
"1160","2019-12-09","Monday","Disturbance","2019-506817","22:15","102 West Corporate Dr. (East Transfer Point)","PIO Joel Despain",53714,43.0986302,-89.3222691
"1161","2019-12-09","Monday","Battery","2019-506803","21:00","500 block State St.","PIO Joel Despain",53703,43.074861,-89.3934697
"1162","2019-12-09","Monday","Weapons Violation","2019-506532","17:40","N. Thompson Dr.","PIO Joel Despain",NA,43.1103381,-89.296242
"1163","2019-12-09","Monday","Robbery","2019-505577","06:01","2722 E. Washington Ave. (PLS Check Cashing)","PIO Joel Despain",53704,43.1026185,-89.346816
"1164","2019-12-08","Sunday","Intoxicated/Impaired Driver","2019-505200","19:06","Edgartown Ct.","PIO Joel Despain",53719,43.0412253,-89.501222
"1165","2019-12-08","Sunday","Weapons Violation","2019-00504456","03:30","70 Wittwer Rd","Lt. Kipp Hartman",53714,43.1002096,-89.3113063
"1166","2019-12-06","Friday","Traffic Incident","2019-502966","23:58","300 Block of N Sherman Ave","Lt. Kipp Hartman",53704,43.1038389,-89.36395
"1167","2019-12-06","Friday","Weapons Violation","2019-00502888","22:46","4300 Britta Pky","Lt. Kipp Hartman",53711,43.0348026,-89.4516885
"1168","2019-12-06","Friday","Weapons Violation","2019-501719","07:55","Rustic Ridge Court","PIO Joel Despain",53716,43.0720955,-89.2813894
"1169","2019-12-05","Thursday","Traffic Incident","2019-500792","14:48","1900 block Atwood Ave.","PIO Joel Despain",53704,43.0919985,-89.3556213
"1170","2019-12-05","Thursday","Weapons Violation","2019-00501180","20:51","Hwy 151/I90","Lt. Kipp Hartman",NA,43.0669486,-89.3953817
"1171","2019-12-05","Thursday","Traffic Incident","2019-499979","02:04","4500 block E. Washington Ave.","PIO Joel Despain",53704,43.1280881,-89.3083318
"1172","2019-12-04","Wednesday","Theft","2019-499769","21:43","5515 Medical Circle (YMCA)","PIO Joel Despain",53719,43.0479628,-89.4744427
"1173","2019-12-04","Wednesday","Theft","2019-499769","21:43","5515 Medical Circle (YMCA)","PIO Joel Despain",53719,43.0479628,-89.4744427
"1174","2019-12-04","Wednesday","Weapons Violation","2019-498675","08:24","101 S. Gammon Rd. (Jefferson Middle School)","PIO Joel Despain",53705,43.0656742,-89.5012726
"1175","2019-12-04","Wednesday","Sexual Assault","2019-486249","19:00","5800 block Charon Lane","PIO Joel Despain",53718,43.0890095,-89.2817195
"1176","2019-12-04","Wednesday","Traffic Incident","2019-498916","11:37","East Washington Ave. (N. 6th St.)","PIO Joel Despain",NA,43.1096584,-89.3353739
"1177","2019-12-03","Tuesday","Robbery","2019-498102","18:00","S. Ingersoll St. (near Capital City Trail)","PIO Joel Despain",53703,43.0824343,-89.366681
"1178","2019-12-03","Tuesday","Traffic Incident","2019-497596","13:55","Britta Parkway","PIO Joel Despain",53711,43.0350227,-89.4515188
"1179","2019-12-03","Tuesday","Non-Residential Burglary","2019-00496918","03:10","4741 Lien Rd (Kwik Trip)","Lt. Kipp Hartman",53704,43.1205253,-89.2996727
"1180","2019-12-02","Monday","Residential Burglary","2019-495393","03:41","300 block Blue Ridge Parkway","PIO Joel Despain",53705,43.0712729,-89.4920763
"1181","2019-12-01","Sunday","Traffic Incident","2019-494807","15:09","8080 Watts Road","Sgt. Nicholas Ellis",53719,43.0550592,-89.5192377
"1182","2019-11-30","Saturday","Disturbance","2019-493223","02:00","101 King St. (Lucille)","PIO Joel Despain",53703,43.0744237,-89.3813659
"1183","2019-11-30","Saturday","Arrested Person","2019-493751","16:01","4700 Block Jenewin Rd","Lt. Tracie Jokala",53711,43.0288824,-89.4580323
"1184","2019-11-30","Saturday","Fight (In Progress)","2019-493212","01:58","548 State St (Qdoba Mexican Grill)","Lt. John Radovan",53703,43.0751176,-89.3946624
"1185","2019-11-30","Saturday","Robbery","2019-493317","17:58","4741 Lien Rd (Kwik Trip)","Lt. John Radovan",53704,43.1205253,-89.2996727
"1186","2019-11-30","Saturday","Residential Burglary","2019-00493255","02:52","100 block N Butler St","Sgt. Benjamin Schwarz",53703,43.0776412,-89.3823633
"1187","2019-11-30","Saturday","Residential Burglary","2019-00493255","02:52","100 block N Butler St","Sgt. Benjamin Schwarz",53703,43.0776412,-89.3823633
"1188","2019-11-26","Tuesday","Suspicious Person","2019-489096","14:12","5602 Russett Rd. (Orchard Ridge Elementary School)","PIO Joel Despain",53711,43.0332626,-89.4747484
"1189","2019-11-26","Tuesday","Theft","2019-489314","16:30","1000 Block Gilson St","Lt. Tracie Jokala",53715,43.0560384,-89.3895603
"1190","2019-11-25","Monday","Drug Investigation","2019-351143","07:45","2100 block Post Rd.","PIO Joel Despain",53713,43.0269702,-89.4165601
"1191","2019-11-24","Sunday","Weapons Violation","2019-486644","20:42","4500 Cottage Grove Rd","Lt. Kipp Hartman",53716,43.0842414,-89.3050874
"1192","2019-11-24","Sunday","Residential Burglary","2019-486783","23:00","5900 Milwuakee St","Lt. Kipp Hartman",53718,43.099249,-89.2759471
"1193","2019-11-23","Saturday","Robbery","2019-485311","18:34","400 block W. Gilman St.","PIO Joel Despain",53703,43.0746101,-89.3938659
"1194","2019-11-23","Saturday","Weapons Violation","2019-0485540","22:00","3000 E Washington Ave","Lt. Kipp Hartman",53704,43.1038908,-89.342796
"1195","2019-11-23","Saturday","Residential Burglary","2019-485332","19:00","4800 Eldorado Ln","Lt. Kipp Hartman",53716,43.0789449,-89.2994011
"1196","2019-11-22","Friday","Disturbance","2019-483473","13:18","102 West Corporate Dr. (East Transfer Point)","PIO Joel Despain",53714,43.0986302,-89.3222691
"1197","2019-11-22","Friday","Weapons Violation","2019-484237","11:00","Kurt Dr. (at North Thompson Dr.)","PIO Joel Despain",53714,43.100674,-89.2929033
"1198","2019-11-22","Friday","Traffic Incident","2019-483997","18:52","N. Thompson Dr. (Wynbrook Circle)","PIO Joel Despain",NA,43.1103381,-89.296242
"1199","2019-11-22","Friday","Intoxicated/Impaired Driver","2019-483240","10:26","High Crossing Blvd. (at East Springs Dr.)","PIO Joel Despain",NA,43.1379478,-89.290215
"1200","2019-11-22","Friday","Missing Juvenile","2019-479745","16:00","2033 Londonderry Dr. (MPD North District station)","PIO Joel Despain",53704,43.1296779,-89.3556677
"1201","2019-11-22","Friday","Weapons Violation","2019-481087","05:22","2832 Coolidge St.","PIO Joel Despain",53704,43.1094246,-89.3439909
"1202","2019-11-22","Friday","Information","2019-483088","08:42","1000 block E. Wilson St.","PIO Joel Despain",53703,43.0824377,-89.3672866
"1203","2019-11-22","Friday","Information","2019-483088","08:42","1000 block E. Wilson St.","PIO Joel Despain",53703,43.0824377,-89.3672866
"1204","2019-11-21","Thursday","Drug Investigation","2019-447915","09:33","200 block Swanton Rd.","PIO Joel Despain",53714,43.1023082,-89.3019563
"1205","2019-11-21","Thursday","Traffic Incident","2019-482715","22:46","2800 block Commercial Ave.","PIO Joel Despain",53704,43.106807,-89.3452914
"1206","2019-11-21","Thursday","Weapons Violation","2019-482165","15:00","900 block S. Park St.","PIO Joel Despain",53715,43.0578774,-89.4001047
"1207","2019-11-21","Thursday","Robbery","2019-481452","06:57","1700 block Manley St.","PIO Joel Despain",53704,43.1241004,-89.3635092
"1208","2019-11-21","Thursday","Intoxicated/Impaired Driver","2019-481338","02:20","E. Johnson St. (at N. Blount St.)","PIO Joel Despain",NA,43.0908039,-89.3671599
"1209","2019-11-20","Wednesday","Robbery","2019-480894","17:30","1800 block Tennyson Lane","PIO Joel Despain",53704,43.1348399,-89.3616718
"1210","2019-11-20","Wednesday","Weapons Violation","2019-481172","21:35","200 block of Bunting Lane, Madison, WI","Sgt. Nathan Becker",53704,43.1335373,-89.3551602
"1211","2019-11-20","Wednesday","Weapons Violation","2019-481087","20:26","2800 block of Coolidge Street, Madison, WI","Sgt. Nathan Becker",53704,43.10919,-89.3453047
"1212","2019-11-19","Tuesday","Drug Investigation","2019-365596","06:39","6700 block Schroeder Rd.","PIO Joel Despain",53711,43.0462657,-89.4965417
"1213","2019-11-19","Tuesday","Weapons Violation","2019-479599","19:47","4000 block E. Washington Ave.","PIO Joel Despain",53704,43.1235208,-89.3148768
"1214","2019-11-19","Tuesday","Robbery","2019-479306","16:00","N. Sherman Ave.","PIO Joel Despain",53704,43.135206,-89.363337
"1215","2019-11-19","Tuesday","Robbery","2019-00479746","23:56","4902 Verona Rd (Speedway Gas Station)","Lt. Kipp Hartman",53711,43.0311327,-89.4619575
"1216","2019-11-18","Monday","Traffic Incident","2019-478302","22:33","4402 E. Buckeye Rd. (Kwik Trip)","PIO Joel Despain",53716,43.0735863,-89.308127
"1217","2019-11-18","Monday","Domestic/Family Trouble","2019-476987","11:30","Havey Road (at Bonner Lane)","PIO Joel Despain",53704,43.1410327,-89.3829512
"1218","2019-11-18","Monday","Robbery","2019-476982","01:49","675 S. Whitney Way (Hy-Vee)","PIO Joel Despain",53711,43.0509044,-89.4714115
"1219","2019-11-17","Sunday","Intoxicated/Impaired Driver","2019-475906","02:00","2436 Regent St. (DiRienzo Momument Company)","PIO Joel Despain",53726,43.0680962,-89.4284695
"1220","2019-11-16","Saturday","Theft","2019-476223","20:30","Corry Street","PIO Joel Despain",53704,43.0970332,-89.3450424
"1221","2019-11-16","Saturday","Theft","2019-476223","20:30","Corry Street","PIO Joel Despain",53704,43.0970332,-89.3450424
"1222","2019-11-16","Saturday","Theft","2019-474664","04:50","N. Carroll St. (at W. Dayton St.)","PIO Joel Despain",53703,43.0760415,-89.388166
"1223","2019-11-15","Friday","Weapons Violation","2019-474307","22:21","E. Johnson St.","PIO Joel Despain",NA,43.0908039,-89.3671599
"1224","2019-11-15","Friday","Weapons Violation","2019-473045","07:00","1500 block Troy Dr.","PIO Joel Despain",53704,43.1332953,-89.3690964
"1225","2019-11-15","Friday","Theft","2019-473066","07:18","5700 block Hammersley Rd.","PIO Joel Despain",53711,43.0391586,-89.477782
"1226","2019-11-14","Thursday","Theft","2019-471472","05:35","5100 block Golden Leaf Trail","PIO Joel Despain",53704,43.112124,-89.295798
"1227","2019-11-14","Thursday","Robbery","2019-471817","10:30","Flower Lane","PIO Joel Despain",53717,43.0673823,-89.504618
"1228","2019-11-14","Thursday","Robbery","2019-472585","18:13","400 block Orchard Dr.","PIO Joel Despain",53705,43.0608712,-89.4561124
"1229","2019-11-14","Thursday","Disturbance","2019-471391","01:33","Langdon Street (at N. Park St.)","PIO Joel Despain",NA,43.0761827,-89.3933315
"1230","2019-11-13","Wednesday","Robbery","2019-471179","20:49","400 block S. High Point Rd.","Sgt. Kurt Wege",53719,43.0587454,-89.5179727
"1231","2019-11-12","Tuesday","Residential Burglary","2019-468986","10:32","4600 block Camden Rd.","PIO Joel Despain",53716,43.0754529,-89.311766
"1232","2019-11-12","Tuesday","Residential Burglary","2019-468986","10:32","4600 block Camden Rd.","PIO Joel Despain",53716,43.0754529,-89.311766
"1233","2019-11-12","Tuesday","Traffic incident/Road Rage","2019-469575","16:15","1000 block Colby St.","PIO Joel Despain",53715,43.0559127,-89.3842192
"1234","2019-11-12","Tuesday","Disturbance","2019-469241","12:41","2222 E. Washington Ave. (East High School)","PIO Joel Despain",53704,43.0974734,-89.3550011
"1235","2019-11-11","Monday","Battery","2019-467740","11:40","30 Ash Street (West High School)","PIO Joel Despain",53726,43.0687461,-89.4266091
"1236","2019-11-11","Monday","Non-Residential Burglary","2019-468532","11:31","6642 Mineral Point Rd. (Paradise Plus)","PIO Joel Despain",53705,43.0615009,-89.4964045
"1237","2019-11-09","Saturday","Battery","2019-465570","18:05","1300 block Regent St.","PIO Joel Despain",53715,43.06774,-89.4073633
"1238","2019-11-09","Saturday","Residential Burglary","2019-465367","09:00","200 block S. Mills St.","PIO Joel Despain",53715,43.0651584,-89.4043543
"1239","2019-11-08","Friday","Residential Burglary","2019-463158","06:51","School Road","PIO Joel Despain",53704,43.1407902,-89.3829608
"1240","2019-11-07","Thursday","Intoxicated/Impaired Driver","2019-462214","13:37","1000 block of Williamson St.","PIO Joel Despain",53703,43.080772,-89.3678943
"1241","2019-11-06","Wednesday","Robbery","2019-460101","06:03","2722 E. Washington Ave. (PL$ Check Cashing)","PIO Joel Despain",53704,43.1026185,-89.346816
"1242","2019-11-06","Wednesday","Robbery","2019-461012","17:40","1111 N. Sherman Ave. (Cash Store)","PIO Joel Despain",53704,43.1122599,-89.3634808
"1243","2019-11-05","Tuesday","Suspicious Person","2019-459419","15:20","Westbrook Lane","PIO Joel Despain",53711,43.027872,-89.4900325
"1244","2019-11-05","Tuesday","Missing Adult","2019-459234","14:00","1500 Troy Drive","Sgt. Matthew Baker",53704,43.1332953,-89.3690964
"1245","2019-11-04","Monday","Intoxicated/Impaired Driver","2019-458342","19:00","Della Court","PIO Joel Despain",53714,43.1041499,-89.3045363
"1246","2019-11-04","Monday","Arrested Person","2019-458365","19:55","300 block State Street","PIO Joel Despain",53703,43.0747707,-89.3899741
"1247","2019-11-04","Monday","Disturbance","2019-458324","19:25","Golden Copper Lane","PIO Joel Despain",53719,43.0149801,-89.5012358
"1248","2019-11-04","Monday","Disturbance","2019-458324","19:25","Golden Copper Lane","PIO Joel Despain",53719,43.0149801,-89.5012358
"1249","2019-11-04","Monday","Disturbance","2019-458031","15:55","N. Lake St. (at State St.)","PIO Joel Despain",NA,43.073883,-89.3974128
"1250","2019-11-04","Monday","Traffic Incident","2019-458316","19:05","Hwy 12 near Millpond Road","Lt. Tracie Jokala",53718,43.044578,-89.27407
"1251","2019-11-04","Monday","Fight (In Progress)","2019-457019","00:30","554 W. Main St. (Echo Tap)","PIO Joel Despain",53703,43.0681997,-89.3913696
"1252","2019-11-04","Monday","Weapons Violation","2019-457016","00:38","Mound St. (at South Charter St.)","PIO Joel Despain",NA,43.065312,-89.4060632
"1253","2019-11-03","Sunday","Arrested Person","2019-455895","01:23","Denton Place","PIO Joel Despain",53711,43.0307757,-89.4711121
"1254","2019-11-03","Sunday","Traffic Incident","2019-456864","21:00","Bradford Lane","PIO Joel Despain",53714,43.0951408,-89.3255366
"1255","2019-11-03","Sunday","Residential Burglary","2019-456456","10:18","100 block S. Fair Oaks Ave.","PIO Joel Despain",53704,43.097933,-89.338262
"1256","2019-11-03","Sunday","Robbery","2019-456005","00:30","4300 block Britta Dr.","PIO Joel Despain",53711,43.0348447,-89.4518661
"1257","2019-11-02","Saturday","Residential Burglary","2019-455632","13:00","1300 block Acewood Blvd.","PIO Joel Despain",53716,43.0795144,-89.3029919
"1258","2019-11-02","Saturday","Intoxicated/Impaired Driver","2019-455759","22:48","S. Stoughton Rd. (at Pflaum Rd.)","PIO Joel Despain",NA,43.0732379,-89.3105106
"1259","2019-11-02","Saturday","Intoxicated/Impaired Driver","2019-455402","17:33","Highway 51 (at Pflaum Road)","PIO Joel Despain",NA,43.0901295,-89.3136591
"1260","2019-11-02","Saturday","Traffic Incident","2019-455466","18:18","West Beltline Highway (near Todd Dr.)","PIO Joel Despain",NA,43.0428229,-89.4657145
"1261","2019-11-01","Friday","Theft","2019-453342","08:10","Kottke Drive","PIO Joel Despain",53719,43.047381,-89.5097214
"1262","2019-11-01","Friday","Theft","2019-453597","11:50","675 S. Whitney Way","PIO Joel Despain",53711,43.0509044,-89.4714115
"1263","2019-11-01","Friday","Robbery","2019-453063","00:33","7810 Mineral Point Rd. (Wallgreens)","PIO Joel Despain",53717,43.0613181,-89.5180123
"1264","2019-11-01","Friday","Robbery","2019-453063","00:33","7810 Mineral Point Rd. (Wallgreens)","PIO Joel Despain",53717,43.0613181,-89.5180123
"1265","2019-10-31","Thursday","Robbery","2019-452881","21:11","Milwaukee St. (at Leon St.)","PIO Joel Despain",NA,43.0988773,-89.3015781
"1266","2019-10-31","Thursday","Disturbance","2019-452267","12:22","2222 E. Washington Ave. (East High School)","PIO Joel Despain",53704,43.0974734,-89.3550011
"1267","2019-10-30","Wednesday","Intoxicated/Impaired Driver","2019-450684","13:22","Almo Ave. (Pleasure Dr.)","PIO Joel Despain",53704,43.1208566,-89.3655531
"1268","2019-10-30","Wednesday","Residential Burglary","2019-451320","21:54","3100 block Muir Field Rd.","PIO Joel Despain",53719,43.01826,-89.5085732
"1269","2019-10-30","Wednesday","Robbery","2019-451104","18:19","6655 McKee Rd. (Associated Bank)","PIO Joel Despain",53719,43.0136861,-89.4979887
"1270","2019-10-29","Tuesday","Suspicious Person","2019-449262","13:05","Monroe St. (at Nakoma Rd.)","PIO Joel Despain",NA,43.0609829,-89.4231789
"1271","2019-10-28","Monday","Information","2019-00448340","20:30","100 block N. First St.","Sgt. Benjamin Schwarz",53704,43.0927138,-89.361019
"1272","2019-10-27","Sunday","Information","2019-446885","21:15","6500 block Raymond Road","Sgt. Nathaniel Lujan",53711,43.0321368,-89.494256
"1273","2019-10-27","Sunday","Weapons Violation","2019-446656","17:57","3700 block Packers Ave.","PIO Joel Despain",53704,43.1335357,-89.355357
"1274","2019-10-27","Sunday","Missing Adult","2019-446366","13:26","3276 High Point Road","Sgt. Jennifer Hannah",53719,43.0343747,-89.5176524
"1275","2019-10-27","Sunday","Traffic Incident","2019-446349","13:14","S. Thompson Dr. (near Emma Court)","PIO Joel Despain",NA,43.0829286,-89.2860046
"1276","2019-10-27","Sunday","Information","2019-446713","18:50","Gene Parks Place","Sgt. Jennifer Hannah",53711,43.0277265,-89.4590548
"1277","2019-10-26","Saturday","Attempted Homicide","2019-444363","00:45","1525 N Stoughton Road (Club LaMark)","Sgt. Paul Jacobsen",53704,43.118949,-89.3242334
"1278","2019-10-26","Saturday","Residential Burglary","2019-444710","02:10","Keating Terrace","PIO Joel Despain",53711,43.0591124,-89.451481
"1279","2019-10-26","Saturday","Special Event","2019-327044","19:00","State St.","PIO Joel Despain",NA,43.0748377,-89.392627
"1280","2019-10-26","Saturday","Special Event","2019-327044","19:00","State St.","PIO Joel Despain",NA,43.0748377,-89.392627
